split,bug_id,run_id,model,total_messages,function_calls,valid_function_calls,function_repetitions,function_and_args_repetitions,content_length,success,is_vulnerable
valid,1865,0,mistral,14,13,9,2,1,-1,True,True
valid,2033,0,mistral,15,14,1,0,0,-1,True,False
valid,723,0,mistral,15,14,15,10,10,-1,False,True
valid,2463,0,mistral,12,11,8,0,0,-1,False,False
valid,689,0,mistral,7,6,1,0,0,-1,True,True
valid,373,0,mistral,15,14,6,0,0,-1,True,False
valid,2199,0,mistral,15,14,15,11,11,-1,True,False
valid,666,0,mistral,15,14,15,9,9,-1,True,False
valid,2176,0,mistral,15,14,7,1,1,-1,True,False
valid,236,0,mistral,9,8,6,1,0,-1,False,False
valid,2526,0,mistral,15,14,15,7,7,-1,False,True
valid,922,0,mistral,12,11,10,3,2,-1,False,False
valid,888,0,mistral,11,10,10,2,2,-1,False,False
valid,2731,0,mistral,15,14,15,10,10,-1,False,True
valid,2361,0,mistral,15,14,15,5,5,-1,False,True
valid,471,0,mistral,15,14,15,9,9,-1,True,False
valid,164,0,mistral,8,7,2,0,0,-1,True,True
valid,2674,0,mistral,15,14,15,3,3,-1,True,False
valid,534,0,mistral,15,14,13,2,2,-1,False,True
valid,2224,0,mistral,15,14,7,1,1,-1,True,False
valid,867,0,mistral,15,14,13,6,6,-1,True,False
valid,1058,0,mistral,15,14,14,5,5,-1,True,False
valid,52,0,mistral,15,14,13,10,10,-1,True,False
valid,1408,0,mistral,8,7,7,1,0,-1,True,True
valid,1721,0,mistral,15,14,12,5,5,-1,True,False
valid,1371,0,mistral,15,14,15,9,9,-1,True,False
valid,1664,0,mistral,11,10,9,2,1,-1,False,False
valid,1234,0,mistral,15,14,14,10,8,-1,True,False
valid,2048,0,mistral,11,10,9,1,0,-1,False,False
valid,758,0,mistral,10,9,8,2,0,-1,False,False
valid,2418,0,mistral,15,14,15,9,8,-1,False,True
valid,308,0,mistral,15,14,14,7,7,-1,True,False
valid,426,0,mistral,15,14,1,0,0,-1,True,False
valid,2336,0,mistral,15,14,15,10,10,-1,True,False
valid,1849,0,mistral,14,13,8,1,0,-1,False,False
valid,975,0,mistral,11,10,8,0,0,-1,True,True
valid,830,0,mistral,15,14,15,10,10,-1,True,False
valid,2273,0,mistral,15,14,15,9,9,-1,True,False
valid,563,0,mistral,7,6,5,1,0,-1,True,True
valid,2623,0,mistral,13,12,9,2,1,-1,False,False
valid,133,0,mistral,15,14,14,9,9,-1,False,True
valid,1326,0,mistral,15,14,14,8,8,-1,True,False
valid,1776,0,mistral,15,14,1,0,0,-1,True,False
valid,1799,0,mistral,9,8,6,1,0,-1,True,True
valid,1263,0,mistral,15,14,14,9,9,-1,True,False
valid,1633,0,mistral,15,14,15,10,9,-1,False,True
valid,963,0,mistral,15,14,10,3,1,-1,True,False
valid,2320,0,mistral,14,13,12,8,8,-1,True,True
valid,430,0,mistral,5,4,1,0,0,-1,False,False
valid,125,0,mistral,15,14,11,1,1,-1,True,False
valid,2635,0,mistral,15,14,15,10,10,-1,False,True
valid,575,0,mistral,15,14,14,6,6,-1,False,True
valid,2265,0,mistral,15,14,14,5,4,-1,True,False
valid,826,0,mistral,10,9,8,1,0,-1,False,False
valid,1019,0,mistral,15,14,11,5,2,-1,True,False
valid,1449,0,mistral,15,14,10,2,1,-1,False,True
valid,13,0,mistral,12,11,8,0,0,-1,True,True
valid,1760,0,mistral,15,14,14,2,2,-1,True,False
valid,1330,0,mistral,15,14,9,4,1,-1,True,False
valid,1625,0,mistral,11,10,9,1,0,-1,False,False
valid,1275,0,mistral,13,12,11,3,2,-1,False,False
valid,2009,0,mistral,15,14,13,6,5,-1,False,True
valid,719,0,mistral,15,14,15,6,6,-1,True,False
valid,2459,0,mistral,15,14,13,6,6,-1,True,False
valid,349,0,mistral,15,14,1,0,0,-1,False,True
valid,467,0,mistral,9,8,8,1,0,-1,False,False
valid,2377,0,mistral,15,14,15,10,10,-1,True,False
valid,2727,0,mistral,15,14,4,0,0,-1,True,False
valid,1808,0,mistral,15,14,15,7,7,-1,True,False
valid,934,0,mistral,15,14,11,4,2,-1,False,True
valid,44,0,mistral,15,14,14,11,11,-1,True,False
valid,871,0,mistral,15,14,13,9,9,-1,False,True
valid,2232,0,mistral,7,6,6,2,0,-1,True,True
valid,522,0,mistral,15,14,15,7,6,-1,True,False
valid,488,0,mistral,8,7,7,0,0,-1,True,True
valid,2662,0,mistral,11,10,9,3,1,-1,False,False
valid,2398,0,mistral,12,11,10,1,1,-1,False,False
valid,172,0,mistral,9,8,1,0,0,-1,True,True
valid,1367,0,mistral,15,14,14,9,9,-1,True,False
valid,1737,0,mistral,6,5,5,0,0,-1,False,False
valid,1222,0,mistral,14,13,5,2,2,-1,True,True
valid,1388,0,mistral,9,8,8,1,0,-1,False,False
valid,1672,0,mistral,11,10,10,3,1,-1,False,False
valid,1605,0,mistral,13,12,9,2,0,-1,False,False
valid,1255,0,mistral,10,9,8,1,0,-1,False,False
valid,2029,0,mistral,12,11,8,1,0,-1,False,False
valid,739,0,mistral,15,14,15,7,5,-1,False,True
valid,2479,0,mistral,15,14,13,6,6,-1,True,False
valid,693,0,mistral,8,7,6,1,0,-1,False,False
valid,369,0,mistral,13,12,8,2,0,-1,False,False
valid,2183,0,mistral,15,14,12,1,1,-1,True,False
valid,2496,0,mistral,15,14,15,8,5,-1,False,True
valid,386,0,mistral,15,14,15,13,13,-1,False,True
valid,1740,0,mistral,15,14,14,5,4,-1,False,True
valid,1310,0,mistral,11,10,9,2,0,-1,True,True
valid,105,0,mistral,10,9,9,2,1,-1,True,True
valid,2615,0,mistral,15,14,15,7,7,-1,False,True
valid,1890,0,mistral,14,13,10,2,1,-1,False,False
valid,555,0,mistral,14,13,11,4,2,-1,False,False
valid,2245,0,mistral,13,12,9,1,1,-1,False,False
valid,806,0,mistral,15,14,14,6,6,-1,True,False
valid,1039,0,mistral,15,14,15,4,4,-1,True,False
valid,1193,0,mistral,15,14,15,7,7,-1,True,False
valid,1469,0,mistral,10,9,8,1,0,-1,False,False
valid,33,0,mistral,15,14,15,6,6,-1,True,False
valid,1486,0,mistral,15,14,14,8,8,-1,True,False
valid,943,0,mistral,10,9,8,1,0,-1,False,False
valid,2300,0,mistral,15,14,15,9,9,-1,True,False
valid,410,0,mistral,7,6,6,0,0,-1,True,True
valid,2584,0,mistral,15,14,6,2,0,-1,True,False
valid,294,0,mistral,15,14,12,9,7,-1,True,False
valid,1202,0,mistral,15,14,15,5,5,-1,True,False
valid,1652,0,mistral,15,14,8,0,0,-1,True,False
valid,1347,0,mistral,12,11,5,1,1,-1,True,True
valid,1717,0,mistral,15,14,15,7,7,-1,False,True
valid,781,0,mistral,13,12,9,3,1,-1,False,False
valid,2091,0,mistral,11,10,9,1,1,-1,False,False
valid,64,0,mistral,15,14,15,11,11,-1,False,True
valid,1594,0,mistral,11,10,9,0,0,-1,True,True
valid,851,0,mistral,14,13,11,2,1,-1,False,False
valid,2212,0,mistral,15,14,11,2,1,-1,True,False
valid,502,0,mistral,15,14,15,5,4,-1,True,False
valid,2642,0,mistral,14,13,9,1,1,-1,False,False
valid,152,0,mistral,3,2,2,0,0,-1,True,True
valid,1982,0,mistral,15,14,15,9,9,-1,False,True
valid,447,0,mistral,15,14,14,4,3,-1,True,False
valid,2357,0,mistral,13,12,10,3,2,-1,False,False
valid,2707,0,mistral,15,14,13,8,8,-1,True,False
valid,1828,0,mistral,15,14,15,11,11,-1,True,False
valid,1081,0,mistral,15,14,15,4,3,-1,False,True
valid,914,0,mistral,15,14,12,8,8,-1,True,False
valid,1644,0,mistral,5,4,4,1,0,-1,False,False
valid,1214,0,mistral,12,11,10,0,0,-1,False,False
valid,282,0,mistral,15,14,15,5,4,-1,True,False
valid,2068,0,mistral,15,14,9,2,0,-1,True,False
valid,2592,0,mistral,15,14,5,1,1,-1,False,True
valid,778,0,mistral,15,14,15,12,12,-1,True,False
valid,2438,0,mistral,8,7,4,2,2,-1,False,False
valid,328,0,mistral,13,12,8,3,0,-1,False,False
valid,2087,0,mistral,15,14,12,7,7,-1,True,False
valid,797,0,mistral,15,14,14,9,9,-1,True,False
valid,1701,0,mistral,15,14,10,1,1,-1,True,False
valid,1351,0,mistral,2,1,0,0,0,-1,False,False
valid,144,0,mistral,15,14,12,4,4,-1,True,False
valid,2654,0,mistral,15,14,10,2,1,-1,False,True
valid,514,0,mistral,15,14,14,9,8,-1,False,True
valid,2204,0,mistral,15,14,1,0,0,-1,False,True
valid,847,0,mistral,10,9,9,1,0,-1,True,True
valid,1582,0,mistral,15,14,15,6,6,-1,True,False
valid,1078,0,mistral,15,14,13,7,7,-1,False,True
valid,72,0,mistral,15,14,13,7,7,-1,False,True
valid,1428,0,mistral,10,9,8,2,0,-1,True,True
valid,902,0,mistral,13,12,9,2,2,-1,False,False
valid,1097,0,mistral,13,12,10,2,1,-1,False,False
valid,2711,0,mistral,15,14,14,8,8,-1,True,False
valid,2341,0,mistral,11,10,8,2,0,-1,False,False
valid,451,0,mistral,15,14,15,6,6,-1,True,False
valid,1994,0,mistral,15,14,14,5,4,-1,True,False
valid,2195,0,mistral,15,14,15,10,10,-1,False,True
valid,685,0,mistral,15,14,11,2,1,-1,True,False
valid,1243,0,mistral,14,13,9,2,1,-1,True,True
valid,1613,0,mistral,14,13,10,1,1,-1,False,False
valid,1306,0,mistral,15,14,10,2,1,-1,True,False
valid,1756,0,mistral,15,14,15,7,7,-1,True,False
valid,390,0,mistral,15,14,15,10,10,-1,False,True
valid,2480,0,mistral,15,14,11,5,5,-1,True,False
valid,25,0,mistral,13,12,7,2,1,-1,True,True
valid,1185,0,mistral,15,14,15,8,6,-1,False,True
valid,810,0,mistral,4,3,0,0,0,-1,False,False
valid,2253,0,mistral,15,14,10,1,1,-1,True,False
valid,543,0,mistral,10,9,8,0,0,-1,False,False
valid,1886,0,mistral,15,14,14,9,9,-1,True,False
valid,2603,0,mistral,15,14,3,0,0,-1,True,False
valid,113,0,mistral,9,8,3,0,0,-1,False,False
valid,406,0,mistral,15,14,15,9,9,-1,True,False
valid,2316,0,mistral,10,9,8,0,0,-1,False,False
valid,1869,0,mistral,15,14,13,8,7,-1,True,False
valid,955,0,mistral,15,14,11,2,2,-1,True,False
valid,1490,0,mistral,10,9,8,0,0,-1,True,True
valid,1687,0,mistral,15,14,14,2,2,-1,True,False
valid,2551,0,mistral,11,10,9,1,1,-1,True,True
valid,241,0,mistral,15,14,10,2,1,-1,True,False
valid,2101,0,mistral,15,14,12,3,3,-1,False,True
valid,611,0,mistral,15,14,14,8,8,-1,False,True
valid,304,0,mistral,15,14,15,3,3,-1,True,False
valid,2414,0,mistral,14,13,10,1,1,-1,False,False
valid,754,0,mistral,11,10,10,1,0,-1,True,True
valid,2044,0,mistral,15,14,15,11,4,-1,False,True
valid,1238,0,mistral,15,14,5,0,0,-1,True,False
valid,1392,0,mistral,11,10,8,0,0,-1,False,False
valid,1668,0,mistral,15,14,15,8,7,-1,False,True
valid,2697,0,mistral,12,11,6,3,2,-1,False,False
valid,187,0,mistral,10,9,9,0,0,-1,True,True
valid,1812,0,mistral,15,14,1,0,0,-1,False,True
valid,884,0,mistral,15,14,13,6,6,-1,True,False
valid,1541,0,mistral,14,13,12,4,2,-1,True,True
valid,1111,0,mistral,15,14,15,8,8,-1,True,False
valid,1404,0,mistral,15,14,3,1,0,-1,True,False
valid,1054,0,mistral,15,14,7,2,2,-1,False,True
valid,2228,0,mistral,15,14,12,6,4,-1,False,True
valid,538,0,mistral,15,14,14,10,10,-1,True,False
valid,492,0,mistral,15,14,5,1,1,-1,True,False
valid,1957,0,mistral,4,3,1,0,0,-1,False,False
valid,2678,0,mistral,15,14,7,1,1,-1,False,True
valid,2382,0,mistral,15,14,11,7,7,-1,True,False
valid,168,0,mistral,13,12,11,3,2,-1,False,False
valid,646,0,mistral,15,14,15,7,7,-1,True,False
valid,2156,0,mistral,10,9,9,2,1,-1,False,False
valid,216,0,mistral,10,9,8,1,0,-1,False,False
valid,2506,0,mistral,15,14,14,3,3,-1,True,False
valid,1280,0,mistral,15,14,14,1,1,-1,True,False
valid,1795,0,mistral,10,9,8,0,0,-1,True,True
valid,2013,0,mistral,15,14,8,6,6,-1,True,False
valid,703,0,mistral,15,14,13,5,4,-1,True,False
valid,2443,0,mistral,11,10,8,1,0,-1,False,False
valid,353,0,mistral,15,14,14,10,10,-1,False,True
valid,1146,0,mistral,15,14,15,11,11,-1,False,True
valid,979,0,mistral,14,13,13,3,2,-1,True,True
valid,1516,0,mistral,15,14,14,7,6,-1,False,True
valid,580,0,mistral,15,14,15,6,6,-1,False,True
valid,1845,0,mistral,15,14,14,3,3,-1,False,True
valid,2290,0,mistral,15,14,14,11,3,-1,True,False
valid,1900,0,mistral,15,14,9,4,4,-1,False,True
valid,1003,0,mistral,15,14,15,7,7,-1,True,False
valid,996,0,mistral,10,9,8,0,0,-1,False,False
valid,1453,0,mistral,15,14,5,3,1,-1,True,False
valid,1296,0,mistral,15,14,15,11,11,-1,True,False
valid,2510,0,mistral,15,14,10,6,5,-1,False,True
valid,200,0,mistral,15,14,3,0,0,-1,False,True
valid,2140,0,mistral,15,14,12,4,2,-1,True,False
valid,650,0,mistral,15,14,15,6,6,-1,True,False
valid,345,0,mistral,9,8,8,1,0,-1,True,True
valid,2455,0,mistral,15,14,15,6,6,-1,False,True
valid,715,0,mistral,11,10,9,3,1,-1,False,False
valid,2005,0,mistral,5,4,2,0,0,-1,True,True
valid,1783,0,mistral,15,14,7,6,6,-1,False,True
valid,1279,0,mistral,15,14,15,11,11,-1,True,False
valid,1629,0,mistral,7,6,6,1,0,-1,True,True
valid,2286,0,mistral,15,14,8,10,3,-1,True,False
valid,1853,0,mistral,10,9,8,0,0,-1,False,False
valid,596,0,mistral,15,14,6,1,1,-1,True,False
valid,1500,0,mistral,15,14,7,9,7,-1,False,True
valid,1150,0,mistral,15,14,14,8,7,-1,True,False
valid,1445,0,mistral,15,14,14,10,10,-1,False,True
valid,980,0,mistral,15,14,13,4,4,-1,True,False
valid,1015,0,mistral,15,14,15,9,9,-1,True,False
valid,2269,0,mistral,15,14,15,9,9,-1,True,False
valid,579,0,mistral,15,14,10,4,4,-1,False,True
valid,2639,0,mistral,15,14,15,9,9,-1,False,True
valid,1916,0,mistral,12,11,11,1,0,-1,False,False
valid,129,0,mistral,11,10,10,1,1,-1,True,True
valid,607,0,mistral,15,14,8,2,0,-1,True,False
valid,2117,0,mistral,15,14,15,9,9,-1,True,False
valid,257,0,mistral,15,14,15,6,6,-1,True,False
valid,2547,0,mistral,15,14,14,5,4,-1,True,False
valid,1691,0,mistral,5,4,1,0,0,-1,False,False
valid,1384,0,mistral,10,9,8,1,0,-1,True,True
valid,2052,0,mistral,5,4,1,0,0,-1,False,False
valid,742,0,mistral,15,14,15,7,7,-1,True,False
valid,2402,0,mistral,15,14,15,6,6,-1,False,True
valid,312,0,mistral,15,14,14,6,6,-1,True,False
valid,1107,0,mistral,10,9,8,0,0,-1,True,True
valid,938,0,mistral,15,14,15,7,7,-1,False,True
valid,1557,0,mistral,15,14,14,7,7,-1,True,False
valid,892,0,mistral,15,14,13,2,1,-1,False,True
valid,1804,0,mistral,15,14,15,10,10,-1,False,True
valid,191,0,mistral,15,14,15,7,7,-1,True,False
valid,2681,0,mistral,15,14,14,8,8,-1,True,False
valid,2394,0,mistral,10,9,9,4,2,-1,False,False
valid,1941,0,mistral,8,7,7,1,0,-1,True,True
valid,484,0,mistral,15,14,12,2,1,-1,False,True
valid,1042,0,mistral,11,10,9,1,0,-1,True,True
valid,48,0,mistral,13,12,12,6,5,-1,True,True
valid,1412,0,mistral,15,14,15,8,8,-1,True,False
valid,1106,0,mistral,15,14,11,4,1,-1,True,False
valid,939,0,mistral,15,14,11,2,1,-1,False,True
valid,893,0,mistral,15,14,11,1,1,-1,False,True
valid,1556,0,mistral,9,8,7,2,0,-1,True,True
valid,1805,0,mistral,15,14,15,11,10,-1,False,True
valid,190,0,mistral,13,12,10,3,1,-1,False,False
valid,2680,0,mistral,15,14,6,3,3,-1,False,True
valid,2395,0,mistral,15,14,14,6,6,-1,False,True
valid,485,0,mistral,10,9,9,1,0,-1,True,True
valid,1940,0,mistral,15,14,14,10,10,-1,False,True
valid,1043,0,mistral,15,14,7,2,1,-1,True,False
valid,49,0,mistral,15,14,13,7,7,-1,True,False
valid,1413,0,mistral,10,9,7,3,3,-1,True,True
valid,606,0,mistral,15,14,13,8,8,-1,True,False
valid,2116,0,mistral,15,14,14,5,5,-1,False,True
valid,256,0,mistral,15,14,15,7,6,-1,True,False
valid,2546,0,mistral,15,14,13,5,2,-1,True,False
valid,1690,0,mistral,15,14,15,5,5,-1,True,False
valid,1385,0,mistral,11,10,9,2,1,-1,True,True
valid,2053,0,mistral,15,14,9,5,3,-1,True,False
valid,743,0,mistral,15,14,15,9,9,-1,True,False
valid,2403,0,mistral,15,14,15,5,5,-1,False,True
valid,313,0,mistral,15,14,5,1,1,-1,False,True
valid,2287,0,mistral,15,14,13,7,7,-1,False,True
valid,597,0,mistral,15,14,12,2,1,-1,False,True
valid,1852,0,mistral,15,14,4,0,0,-1,True,False
valid,1501,0,mistral,15,14,6,0,0,-1,False,True
valid,1151,0,mistral,15,14,15,7,7,-1,False,True
valid,981,0,mistral,15,14,9,1,1,-1,True,False
valid,1444,0,mistral,15,14,15,9,9,-1,False,True
valid,1014,0,mistral,11,10,7,1,1,-1,True,True
valid,2268,0,mistral,13,12,8,2,1,-1,True,True
valid,578,0,mistral,15,14,12,1,1,-1,False,True
valid,2638,0,mistral,11,10,9,1,1,-1,True,True
valid,1917,0,mistral,10,9,8,0,0,-1,False,False
valid,128,0,mistral,15,14,13,4,3,-1,False,True
valid,1297,0,mistral,15,14,15,7,6,-1,False,True
valid,2511,0,mistral,10,9,9,1,0,-1,True,True
valid,201,0,mistral,11,10,5,1,1,-1,True,True
valid,2141,0,mistral,15,14,15,9,8,-1,False,True
valid,651,0,mistral,15,14,15,10,10,-1,False,True
valid,344,0,mistral,15,14,14,10,10,-1,False,True
valid,2454,0,mistral,15,14,14,7,7,-1,True,False
valid,714,0,mistral,11,10,10,5,3,-1,True,True
valid,2004,0,mistral,12,11,9,1,0,-1,True,True
valid,1782,0,mistral,15,14,14,9,9,-1,False,True
valid,1278,0,mistral,5,4,3,0,0,-1,False,False
valid,1628,0,mistral,13,12,10,2,1,-1,False,False
valid,1147,0,mistral,15,14,15,7,7,-1,False,True
valid,978,0,mistral,15,14,15,10,10,-1,False,True
valid,1517,0,mistral,14,13,5,2,2,-1,True,True
valid,1844,0,mistral,15,14,14,5,4,-1,False,True
valid,581,0,mistral,15,14,15,13,13,-1,False,True
valid,2291,0,mistral,15,14,10,2,1,-1,False,True
valid,1901,0,mistral,15,14,13,9,9,-1,True,False
valid,1002,0,mistral,8,7,7,0,0,-1,False,False
valid,1452,0,mistral,15,14,15,6,6,-1,False,True
valid,997,0,mistral,15,14,13,6,6,-1,True,False
valid,647,0,mistral,15,14,7,7,6,-1,True,False
valid,2157,0,mistral,15,14,10,4,2,-1,True,False
valid,217,0,mistral,10,9,8,1,0,-1,False,False
valid,2507,0,mistral,15,14,15,7,7,-1,True,False
valid,1281,0,mistral,12,11,9,2,1,-1,False,False
valid,1794,0,mistral,15,14,14,2,1,-1,False,True
valid,2012,0,mistral,12,11,9,3,2,-1,False,False
valid,702,0,mistral,15,14,1,0,0,-1,True,False
valid,2442,0,mistral,9,8,5,0,0,-1,False,False
valid,352,0,mistral,15,14,15,10,10,-1,False,True
valid,2696,0,mistral,8,7,7,2,1,-1,False,False
valid,186,0,mistral,15,14,11,3,3,-1,True,False
valid,1813,0,mistral,15,14,15,8,8,-1,True,False
valid,1540,0,mistral,15,14,11,1,1,-1,False,True
valid,885,0,mistral,10,9,8,0,0,-1,False,False
valid,1110,0,mistral,15,14,15,11,11,-1,True,False
valid,1405,0,mistral,11,10,9,0,0,-1,False,False
valid,1055,0,mistral,15,14,13,4,4,-1,False,True
valid,2229,0,mistral,14,13,8,1,0,-1,True,True
valid,539,0,mistral,15,14,13,6,6,-1,True,False
valid,1956,0,mistral,10,9,8,2,0,-1,False,False
valid,2679,0,mistral,15,14,14,1,1,-1,False,True
valid,493,0,mistral,15,14,11,3,1,-1,True,False
valid,169,0,mistral,15,14,15,9,9,-1,True,False
valid,2383,0,mistral,15,14,15,10,10,-1,False,True
valid,1686,0,mistral,15,14,15,5,4,-1,True,False
valid,2550,0,mistral,15,14,14,8,7,-1,False,True
valid,240,0,mistral,15,14,13,5,3,-1,True,False
valid,2100,0,mistral,15,14,10,5,1,-1,True,False
valid,610,0,mistral,15,14,15,5,4,-1,False,True
valid,305,0,mistral,11,10,9,0,0,-1,True,True
valid,2415,0,mistral,15,14,11,2,2,-1,True,False
valid,755,0,mistral,15,14,10,7,7,-1,False,True
valid,2045,0,mistral,15,14,11,4,3,-1,True,False
valid,1239,0,mistral,15,14,13,4,3,-1,True,False
valid,1393,0,mistral,14,13,12,4,3,-1,False,False
valid,1669,0,mistral,13,12,10,2,1,-1,True,True
valid,24,0,mistral,15,14,1,0,0,-1,False,True
valid,1184,0,mistral,15,14,14,9,9,-1,False,True
valid,811,0,mistral,15,14,12,3,2,-1,False,True
valid,2252,0,mistral,11,10,9,2,1,-1,False,False
valid,1887,0,mistral,15,14,10,2,1,-1,False,True
valid,542,0,mistral,12,11,9,0,0,-1,False,False
valid,2602,0,mistral,15,14,14,8,6,-1,True,False
valid,112,0,mistral,14,13,2,0,0,-1,False,False
valid,407,0,mistral,15,14,14,3,2,-1,False,True
valid,2317,0,mistral,15,14,15,8,8,-1,False,True
valid,1868,0,mistral,15,14,15,11,11,-1,False,True
valid,1491,0,mistral,15,14,13,3,2,-1,True,False
valid,954,0,mistral,15,14,11,2,1,-1,True,False
valid,2194,0,mistral,15,14,14,5,5,-1,False,True
valid,684,0,mistral,10,9,8,2,0,-1,False,False
valid,1242,0,mistral,15,14,14,8,7,-1,True,False
valid,1612,0,mistral,15,14,15,8,8,-1,True,False
valid,1307,0,mistral,15,14,15,8,8,-1,False,True
valid,1757,0,mistral,15,14,6,9,8,-1,True,False
valid,391,0,mistral,15,14,14,10,10,-1,False,True
valid,2481,0,mistral,15,14,10,2,1,-1,True,False
valid,145,0,mistral,11,10,8,2,0,-1,False,False
valid,2655,0,mistral,12,11,10,2,1,-1,True,True
valid,515,0,mistral,15,14,15,10,10,-1,True,False
valid,2205,0,mistral,15,14,12,1,1,-1,False,True
valid,1583,0,mistral,15,14,9,2,1,-1,True,False
valid,846,0,mistral,1,0,0,0,0,-1,True,True
valid,1079,0,mistral,15,14,14,3,3,-1,True,False
valid,73,0,mistral,6,5,1,0,0,-1,False,False
valid,1429,0,mistral,4,3,3,0,0,-1,True,True
valid,903,0,mistral,15,14,13,4,3,-1,True,False
valid,1096,0,mistral,10,9,7,2,1,-1,True,True
valid,2710,0,mistral,3,2,1,0,0,-1,False,False
valid,2340,0,mistral,12,11,8,1,0,-1,False,False
valid,1995,0,mistral,15,14,15,10,10,-1,True,False
valid,450,0,mistral,6,5,4,1,1,-1,False,False
valid,1645,0,mistral,15,14,13,7,6,-1,True,False
valid,1215,0,mistral,15,14,13,8,8,-1,True,False
valid,2069,0,mistral,12,11,9,1,0,-1,False,False
valid,283,0,mistral,15,14,9,5,5,-1,False,True
valid,779,0,mistral,15,14,15,9,9,-1,True,False
valid,2593,0,mistral,15,14,14,9,9,-1,True,False
valid,2439,0,mistral,15,14,10,4,0,-1,False,True
valid,329,0,mistral,15,14,15,5,5,-1,True,False
